node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTLA4	FOXP3	9606.ENSP00000303939	9606.ENSP00000365380	0	0	0	0	0.088	0.182	0.900	0.910	0.992
CTLA4	LCK	9606.ENSP00000303939	9606.ENSP00000337825	0	0	0	0	0.098	0.470	0.600	0.988	0.997
CTLA4	PTPN11	9606.ENSP00000303939	9606.ENSP00000340944	0	0	0	0	0	0.213	0.900	0.988	0.999
ENSP00000483732	TNFRSF4	9606.ENSP00000483732	9606.ENSP00000368538	0	0	0	0	0	0	0	0.750	0.750
FLNA	ITGA3	9606.ENSP00000358866	9606.ENSP00000007722	0	0	0	0	0.088	0	0.600	0.283	0.716
FLNA	ITGB8	9606.ENSP00000358866	9606.ENSP00000222573	0	0	0	0	0.062	0.074	0.600	0.660	0.866
FLNA	ITGB7	9606.ENSP00000358866	9606.ENSP00000267082	0	0	0	0	0.084	0.966	0.600	0.831	0.997
FLNA	ITGB6	9606.ENSP00000358866	9606.ENSP00000283249	0	0	0	0	0.077	0.219	0.600	0.221	0.745
FLNA	ITGA5	9606.ENSP00000358866	9606.ENSP00000293379	0	0	0	0	0.175	0	0.600	0.262	0.735
FLNA	ITGB5	9606.ENSP00000358866	9606.ENSP00000296181	0	0	0	0	0.096	0.240	0.600	0.229	0.760
FLNA	ITGA4	9606.ENSP00000358866	9606.ENSP00000380227	0	0	0	0	0.065	0.294	0.600	0.176	0.753
FLNA	ITGB2	9606.ENSP00000358866	9606.ENSP00000380948	0	0	0	0	0.084	0.806	0	0.316	0.868
FLNA	ITGB3	9606.ENSP00000358866	9606.ENSP00000452786	0	0	0	0	0.110	0.927	0.600	0.415	0.983
FLNA	ITGB1	9606.ENSP00000358866	9606.ENSP00000379350	0	0	0	0	0.141	0.878	0.600	0.973	0.998
FOXP3	IL2	9606.ENSP00000365380	9606.ENSP00000226730	0	0	0	0	0	0.848	0.900	0.880	0.998
FOXP3	ITGAE	9606.ENSP00000365380	9606.ENSP00000263087	0	0	0	0	0	0	0	0.833	0.833
FOXP3	RUNX1	9606.ENSP00000365380	9606.ENSP00000300305	0	0	0	0	0	0.495	0.800	0.856	0.984
FOXP3	PDCD1	9606.ENSP00000365380	9606.ENSP00000335062	0	0	0	0	0.079	0	0	0.748	0.758
FOXP3	TNFRSF4	9606.ENSP00000365380	9606.ENSP00000368538	0	0	0	0	0.088	0	0	0.722	0.736
FOXP3	ITGAM	9606.ENSP00000365380	9606.ENSP00000441691	0	0	0	0	0.072	0	0	0.845	0.850
FOXP3	ITGAX	9606.ENSP00000365380	9606.ENSP00000454623	0	0	0	0	0	0	0	0.864	0.864
FYN	IL2	9606.ENSP00000346671	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.519	0.949
FYN	ITGAV	9606.ENSP00000346671	9606.ENSP00000261023	0	0	0	0	0.063	0.077	0.900	0.262	0.927
FYN	ITGA1	9606.ENSP00000346671	9606.ENSP00000282588	0	0	0	0	0	0.075	0.900	0.118	0.911
FYN	ITGB5	9606.ENSP00000346671	9606.ENSP00000296181	0	0	0	0	0	0.070	0.900	0.212	0.920
FYN	LCK	9606.ENSP00000346671	9606.ENSP00000337825	0	0	0.435	0.956	0.062	0.270	0.900	0.973	0.930
FYN	GRAP2	9606.ENSP00000346671	9606.ENSP00000339186	0	0	0	0.638	0.062	0.156	0.600	0.563	0.723
FYN	PTPN11	9606.ENSP00000346671	9606.ENSP00000340944	0	0	0	0.551	0.064	0.595	0.900	0.874	0.974
FYN	ITK	9606.ENSP00000346671	9606.ENSP00000398655	0	0	0	0.843	0.107	0.486	0.900	0.651	0.955
FYN	GRB2	9606.ENSP00000346671	9606.ENSP00000376345	0	0	0	0.740	0.108	0.482	0.900	0.931	0.961
FYN	ITGB1	9606.ENSP00000346671	9606.ENSP00000379350	0	0	0	0	0.064	0.070	0.900	0.880	0.988
GRAP2	LCK	9606.ENSP00000339186	9606.ENSP00000337825	0	0	0	0.624	0.171	0.156	0.900	0.659	0.942
GRAP2	GRB2	9606.ENSP00000339186	9606.ENSP00000376345	0	0	0	0.914	0	0.270	0.600	0.985	0.721
GRAP2	ITK	9606.ENSP00000339186	9606.ENSP00000398655	0	0	0	0.574	0.537	0.156	0.900	0.686	0.969
GRB2	IL2	9606.ENSP00000376345	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.478	0.945
GRB2	ITGA1	9606.ENSP00000376345	9606.ENSP00000282588	0	0	0	0	0	0	0.900	0.141	0.910
GRB2	PDCD1	9606.ENSP00000376345	9606.ENSP00000335062	0	0	0	0	0	0	0	0.833	0.833
GRB2	LCK	9606.ENSP00000376345	9606.ENSP00000337825	0	0	0	0.741	0	0.357	0.900	0.729	0.945
GRB2	PTPN11	9606.ENSP00000376345	9606.ENSP00000340944	0	0	0	0.633	0.095	0.948	0.900	0.995	0.996
GRB2	ITGB3	9606.ENSP00000376345	9606.ENSP00000452786	0	0	0	0	0.084	0	0.600	0.438	0.776
GRB2	ITGB1	9606.ENSP00000376345	9606.ENSP00000379350	0	0	0	0	0.084	0	0.900	0.475	0.947
GRB2	ITK	9606.ENSP00000376345	9606.ENSP00000398655	0	0	0	0.646	0	0.547	0.900	0.776	0.965
IL2	PDCD1	9606.ENSP00000226730	9606.ENSP00000335062	0	0	0	0	0.065	0	0	0.714	0.721
IL2	TNFRSF4	9606.ENSP00000226730	9606.ENSP00000368538	0	0	0	0	0.069	0	0	0.715	0.723
IL2	ITGAM	9606.ENSP00000226730	9606.ENSP00000441691	0	0	0	0	0	0	0	0.724	0.724
IL2	ITGAX	9606.ENSP00000226730	9606.ENSP00000454623	0	0	0	0	0	0	0	0.744	0.744
IL2	PTPN11	9606.ENSP00000226730	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.497	0.947
IL2	RUNX1	9606.ENSP00000226730	9606.ENSP00000300305	0	0	0	0	0	0.501	0.900	0.121	0.952
IL2	LCK	9606.ENSP00000226730	9606.ENSP00000337825	0	0	0	0	0	0	0.900	0.754	0.974
ITGA1	ITGA3	9606.ENSP00000282588	9606.ENSP00000007722	0	0	0	0.620	0.089	0	0.900	0.716	0.930
ITGA1	ITGB8	9606.ENSP00000282588	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.524	0.959
ITGA1	ITGAV	9606.ENSP00000282588	9606.ENSP00000261023	0	0	0	0.606	0.064	0	0.900	0.704	0.928
ITGA1	ITGAE	9606.ENSP00000282588	9606.ENSP00000263087	0	0	0	0.644	0	0	0.720	0.653	0.783
ITGA1	ITGB7	9606.ENSP00000282588	9606.ENSP00000267082	0	0	0	0	0.063	0.190	0.900	0.546	0.960
ITGA1	ITGAX	9606.ENSP00000282588	9606.ENSP00000454623	0	0	0	0.700	0.062	0	0.720	0.341	0.751
ITGA1	ITGAM	9606.ENSP00000282588	9606.ENSP00000441691	0	0	0	0.714	0	0	0.720	0.501	0.758
ITGA1	JAM2	9606.ENSP00000282588	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0	0.900
ITGA1	JAM3	9606.ENSP00000282588	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.047	0.900
ITGA1	ITGAD	9606.ENSP00000282588	9606.ENSP00000373854	0	0	0	0.697	0	0	0.900	0.311	0.908
ITGA1	ITGA10	9606.ENSP00000282588	9606.ENSP00000358310	0	0	0	0.873	0	0	0.900	0.812	0.910
ITGA1	ITGA2	9606.ENSP00000282588	9606.ENSP00000296585	0	0	0	0.895	0.069	0	0.900	0.805	0.911
ITGA1	ITGA11	9606.ENSP00000282588	9606.ENSP00000327290	0	0	0	0.891	0.083	0	0.900	0.766	0.912
ITGA1	ITGAL	9606.ENSP00000282588	9606.ENSP00000349252	0	0	0	0.709	0	0	0.900	0.500	0.913
ITGA1	ITGA8	9606.ENSP00000282588	9606.ENSP00000367316	0	0	0	0.594	0.089	0	0.900	0.466	0.922
ITGA1	ITGA4	9606.ENSP00000282588	9606.ENSP00000380227	0	0	0	0.621	0.062	0	0.900	0.679	0.926
ITGA1	ITGA5	9606.ENSP00000282588	9606.ENSP00000293379	0	0	0	0.611	0.062	0	0.900	0.722	0.929
ITGA1	ITGB2	9606.ENSP00000282588	9606.ENSP00000380948	0	0	0	0	0.063	0.190	0.900	0.537	0.960
ITGA1	ITGB6	9606.ENSP00000282588	9606.ENSP00000283249	0	0	0	0	0.063	0.190	0.900	0.578	0.963
ITGA1	ITGB5	9606.ENSP00000282588	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.900	0.622	0.967
ITGA1	ITGB3	9606.ENSP00000282588	9606.ENSP00000452786	0	0	0	0	0.088	0.190	0.900	0.626	0.968
ITGA1	ITGB1	9606.ENSP00000282588	9606.ENSP00000379350	0	0	0	0	0.063	0.886	0.900	0.986	0.999
ITGA10	ITGA3	9606.ENSP00000358310	9606.ENSP00000007722	0	0	0	0.590	0	0	0.900	0.713	0.928
ITGA10	ITGB8	9606.ENSP00000358310	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.645	0.969
ITGA10	ITGAV	9606.ENSP00000358310	9606.ENSP00000261023	0	0	0	0.593	0.062	0	0.900	0.470	0.920
ITGA10	ITGAE	9606.ENSP00000358310	9606.ENSP00000263087	0	0	0	0.661	0	0	0.720	0.538	0.769
ITGA10	ITGB7	9606.ENSP00000358310	9606.ENSP00000267082	0	0	0	0	0.063	0.190	0.900	0.614	0.966
ITGA10	ITGB6	9606.ENSP00000358310	9606.ENSP00000283249	0	0	0	0	0.063	0.190	0.900	0.664	0.971
ITGA10	ITGA5	9606.ENSP00000358310	9606.ENSP00000293379	0	0	0	0.581	0.062	0	0.900	0.432	0.918
ITGA10	ITGB5	9606.ENSP00000358310	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.900	0.625	0.967
ITGA10	ITGA2	9606.ENSP00000358310	9606.ENSP00000296585	0	0	0	0.854	0	0	0.900	0.679	0.909
ITGA10	JAM3	9606.ENSP00000358310	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.064	0.902
ITGA10	ITGA11	9606.ENSP00000358310	9606.ENSP00000327290	0	0	0	0.919	0	0	0.900	0.823	0.906
ITGA10	ITGAL	9606.ENSP00000358310	9606.ENSP00000349252	0	0	0	0.703	0	0	0.900	0.170	0.903
ITGA10	ITGAM	9606.ENSP00000358310	9606.ENSP00000441691	0	0	0	0.710	0	0	0.720	0.465	0.755
ITGA10	ITGAX	9606.ENSP00000358310	9606.ENSP00000454623	0	0	0	0.691	0	0	0.720	0.501	0.761
ITGA10	JAM2	9606.ENSP00000358310	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0	0.900
ITGA10	ITGA4	9606.ENSP00000358310	9606.ENSP00000380227	0	0	0	0.614	0	0	0.900	0.462	0.916
ITGA10	ITGA8	9606.ENSP00000358310	9606.ENSP00000367316	0	0	0	0.586	0.062	0	0.900	0.432	0.918
ITGA10	ITGAD	9606.ENSP00000358310	9606.ENSP00000373854	0	0	0	0.718	0	0	0.900	0.736	0.920
ITGA10	ITGB2	9606.ENSP00000358310	9606.ENSP00000380948	0	0	0	0	0.063	0.190	0.900	0.523	0.959
ITGA10	ITGB3	9606.ENSP00000358310	9606.ENSP00000452786	0	0	0	0	0.063	0.190	0.900	0.577	0.963
ITGA10	ITGB1	9606.ENSP00000358310	9606.ENSP00000379350	0	0	0	0	0.063	0.383	0.900	0.581	0.972
ITGA11	ITGA3	9606.ENSP00000327290	9606.ENSP00000007722	0	0	0	0.587	0.063	0	0.900	0.578	0.924
ITGA11	ITGB8	9606.ENSP00000327290	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.620	0.967
ITGA11	ITGAV	9606.ENSP00000327290	9606.ENSP00000261023	0	0	0	0.582	0.062	0	0.900	0.540	0.923
ITGA11	ITGAE	9606.ENSP00000327290	9606.ENSP00000263087	0	0	0	0.657	0	0	0.720	0.489	0.764
ITGA11	ITGB7	9606.ENSP00000327290	9606.ENSP00000267082	0	0	0	0	0.063	0.190	0.900	0.573	0.963
ITGA11	ITGB6	9606.ENSP00000327290	9606.ENSP00000283249	0	0	0	0	0.063	0.190	0.900	0.617	0.967
ITGA11	ITGA5	9606.ENSP00000327290	9606.ENSP00000293379	0	0	0	0.599	0.062	0	0.900	0.535	0.922
ITGA11	ITGB5	9606.ENSP00000327290	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.900	0.618	0.967
ITGA11	ITGA2	9606.ENSP00000327290	9606.ENSP00000296585	0	0	0	0.861	0	0	0.900	0.643	0.908
ITGA11	JAM3	9606.ENSP00000327290	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.096	0.905
ITGA11	ITGAX	9606.ENSP00000327290	9606.ENSP00000454623	0	0	0	0.718	0	0	0.720	0.454	0.754
ITGA11	ITGAM	9606.ENSP00000327290	9606.ENSP00000441691	0	0	0	0.704	0	0	0.720	0.478	0.757
ITGA11	JAM2	9606.ENSP00000327290	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.046	0.900
ITGA11	ITGAL	9606.ENSP00000327290	9606.ENSP00000349252	0	0	0	0.715	0	0	0.900	0.181	0.904
ITGA11	ITGA4	9606.ENSP00000327290	9606.ENSP00000380227	0	0	0	0.605	0	0	0.900	0.497	0.918
ITGA11	ITGA8	9606.ENSP00000327290	9606.ENSP00000367316	0	0	0	0.581	0.062	0	0.900	0.432	0.918
ITGA11	ITGAD	9606.ENSP00000327290	9606.ENSP00000373854	0	0	0	0.720	0	0	0.900	0.733	0.920
ITGA11	ITGB2	9606.ENSP00000327290	9606.ENSP00000380948	0	0	0	0	0.063	0.190	0.900	0.489	0.956
ITGA11	ITGB3	9606.ENSP00000327290	9606.ENSP00000452786	0	0	0	0	0.085	0.190	0.900	0.537	0.961
ITGA11	ITGB1	9606.ENSP00000327290	9606.ENSP00000379350	0	0	0	0	0.063	0.335	0.900	0.839	0.988
ITGA2	ITGA3	9606.ENSP00000296585	9606.ENSP00000007722	0	0	0	0.585	0.138	0	0.900	0.705	0.935
ITGA2	ITGB8	9606.ENSP00000296585	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.527	0.959
ITGA2	ITGAV	9606.ENSP00000296585	9606.ENSP00000261023	0	0	0	0.598	0.079	0	0.900	0.713	0.931
ITGA2	ITGAE	9606.ENSP00000296585	9606.ENSP00000263087	0	0	0	0.654	0	0	0.720	0.493	0.765
ITGA2	ITGB7	9606.ENSP00000296585	9606.ENSP00000267082	0	0	0	0	0.063	0.190	0.900	0.487	0.955
ITGA2	ITGB6	9606.ENSP00000296585	9606.ENSP00000283249	0	0	0	0	0.113	0.190	0.900	0.577	0.965
ITGA2	ITGA5	9606.ENSP00000296585	9606.ENSP00000293379	0	0	0	0.606	0.054	0	0.900	0.736	0.929
ITGA2	ITGB5	9606.ENSP00000296585	9606.ENSP00000296181	0	0	0	0	0.091	0.190	0.900	0.622	0.968
ITGA2	ITGAX	9606.ENSP00000296585	9606.ENSP00000454623	0	0	0	0.697	0	0	0.720	0.732	0.781
ITGA2	ITGAM	9606.ENSP00000296585	9606.ENSP00000441691	0	0	0	0.700	0	0	0.720	0.756	0.782
ITGA2	JAM2	9606.ENSP00000296585	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.071	0.903
ITGA2	JAM3	9606.ENSP00000296585	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.108	0.906
ITGA2	ITGAD	9606.ENSP00000296585	9606.ENSP00000373854	0	0	0	0.677	0	0	0.900	0.354	0.910
ITGA2	ITGAL	9606.ENSP00000296585	9606.ENSP00000349252	0	0	0	0.672	0	0	0.900	0.505	0.915
ITGA2	ITGA8	9606.ENSP00000296585	9606.ENSP00000367316	0	0	0	0.611	0	0	0.900	0.440	0.916
ITGA2	ITGA4	9606.ENSP00000296585	9606.ENSP00000380227	0	0	0	0.598	0	0	0.900	0.663	0.926
ITGA2	ITGB2	9606.ENSP00000296585	9606.ENSP00000380948	0	0	0	0	0.063	0.190	0.900	0.523	0.959
ITGA2	ITGB3	9606.ENSP00000296585	9606.ENSP00000452786	0	0	0	0	0.063	0.190	0.900	0.743	0.977
ITGA2	ITGB1	9606.ENSP00000296585	9606.ENSP00000379350	0	0	0	0	0.101	0.810	0.900	0.956	0.999
ITGA3	ITGAX	9606.ENSP00000007722	9606.ENSP00000454623	0	0	0	0.568	0	0	0.720	0.160	0.735
ITGA3	ITGAM	9606.ENSP00000007722	9606.ENSP00000441691	0	0	0	0.576	0	0	0.720	0.249	0.745
ITGA3	ITGAE	9606.ENSP00000007722	9606.ENSP00000263087	0	0	0	0.584	0	0	0.720	0.331	0.755
ITGA3	ITGAD	9606.ENSP00000007722	9606.ENSP00000373854	0	0	0	0.571	0	0	0.900	0.198	0.907
ITGA3	JAM2	9606.ENSP00000007722	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.112	0.907
ITGA3	ITGAL	9606.ENSP00000007722	9606.ENSP00000349252	0	0	0	0.581	0.053	0	0.900	0.416	0.917
ITGA3	ITGA4	9606.ENSP00000007722	9606.ENSP00000380227	0	0	0	0.638	0	0	0.900	0.668	0.923
ITGA3	JAM3	9606.ENSP00000007722	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.329	0.930
ITGA3	ITGA8	9606.ENSP00000007722	9606.ENSP00000367316	0	0	0	0.660	0.062	0.293	0.900	0.634	0.943
ITGA3	ITGAV	9606.ENSP00000007722	9606.ENSP00000261023	0	0	0	0.649	0.090	0.293	0.900	0.768	0.948
ITGA3	ITGA5	9606.ENSP00000007722	9606.ENSP00000293379	0	0	0	0.636	0.085	0.293	0.900	0.795	0.949
ITGA3	ITGB8	9606.ENSP00000007722	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.574	0.963
ITGA3	ITGB7	9606.ENSP00000007722	9606.ENSP00000267082	0	0	0	0	0.063	0.261	0.900	0.573	0.966
ITGA3	ITGB6	9606.ENSP00000007722	9606.ENSP00000283249	0	0	0	0	0.118	0.261	0.900	0.653	0.974
ITGA3	ITGB2	9606.ENSP00000007722	9606.ENSP00000380948	0	0	0	0	0.063	0.336	0.900	0.683	0.977
ITGA3	ITGB5	9606.ENSP00000007722	9606.ENSP00000296181	0	0	0	0	0.118	0.383	0.900	0.677	0.980
ITGA3	ITGB3	9606.ENSP00000007722	9606.ENSP00000452786	0	0	0	0	0.063	0.368	0.900	0.769	0.984
ITGA3	ITGB1	9606.ENSP00000007722	9606.ENSP00000379350	0	0	0	0	0.097	0.772	0.900	0.992	0.999
ITGA4	ITGB8	9606.ENSP00000380227	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.477	0.955
ITGA4	ITGAV	9606.ENSP00000380227	9606.ENSP00000261023	0	0	0	0.669	0	0.273	0.900	0.747	0.942
ITGA4	ITGAE	9606.ENSP00000380227	9606.ENSP00000263087	0	0	0	0.594	0	0	0.720	0.528	0.777
ITGA4	ITGB7	9606.ENSP00000380227	9606.ENSP00000267082	0	0	0	0	0.161	0.979	0.900	0.885	0.999
ITGA4	ITGB6	9606.ENSP00000380227	9606.ENSP00000283249	0	0	0	0	0.063	0.261	0.900	0.563	0.965
ITGA4	ITGA5	9606.ENSP00000380227	9606.ENSP00000293379	0	0	0	0.674	0.076	0	0.900	0.792	0.928
ITGA4	ITGB5	9606.ENSP00000380227	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.900	0.554	0.961
ITGA4	JAM3	9606.ENSP00000380227	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.574	0.955
ITGA4	ITGAL	9606.ENSP00000380227	9606.ENSP00000349252	0	0	0	0.602	0.132	0	0.900	0.844	0.939
ITGA4	ITGA8	9606.ENSP00000380227	9606.ENSP00000367316	0	0	0	0.683	0.062	0	0.900	0.499	0.916
ITGA4	ITGAD	9606.ENSP00000380227	9606.ENSP00000373854	0	0	0	0.613	0	0	0.900	0.297	0.910
ITGA4	ITGB1	9606.ENSP00000380227	9606.ENSP00000379350	0	0	0	0	0.063	0.844	0.900	0.990	0.999
ITGA4	ITGAX	9606.ENSP00000380227	9606.ENSP00000454623	0	0	0	0.627	0.062	0	0.720	0.609	0.786
ITGA4	ITGAM	9606.ENSP00000380227	9606.ENSP00000441691	0	0	0	0.608	0.084	0	0.720	0.687	0.803
ITGA4	JAM2	9606.ENSP00000380227	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.398	0.937
ITGA4	ITGB2	9606.ENSP00000380227	9606.ENSP00000380948	0	0	0	0	0.155	0.336	0.900	0.735	0.983
ITGA4	ITGB3	9606.ENSP00000380227	9606.ENSP00000452786	0	0	0	0	0.118	0.496	0.900	0.683	0.984
ITGA5	ITGB8	9606.ENSP00000293379	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.524	0.959
ITGA5	ITGAV	9606.ENSP00000293379	9606.ENSP00000261023	0	0	0	0.932	0.099	0	0.900	0.759	0.910
ITGA5	ITGAE	9606.ENSP00000293379	9606.ENSP00000263087	0	0	0	0.569	0	0	0.720	0.270	0.748
ITGA5	ITGB7	9606.ENSP00000293379	9606.ENSP00000267082	0	0	0	0	0.063	0.261	0.900	0.653	0.972
ITGA5	ITGB6	9606.ENSP00000293379	9606.ENSP00000283249	0	0	0	0	0.063	0.261	0.900	0.641	0.971
ITGA5	ITGAX	9606.ENSP00000293379	9606.ENSP00000454623	0	0	0	0.586	0.062	0	0.720	0.324	0.759
ITGA5	ITGAM	9606.ENSP00000293379	9606.ENSP00000441691	0	0	0	0.579	0	0	0.720	0.457	0.771
ITGA5	JAM2	9606.ENSP00000293379	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.054	0.901
ITGA5	ITGA8	9606.ENSP00000293379	9606.ENSP00000367316	0	0	0	0.930	0	0	0.900	0.423	0.902
ITGA5	ITGAD	9606.ENSP00000293379	9606.ENSP00000373854	0	0	0	0.579	0	0	0.900	0.241	0.908
ITGA5	ITGAL	9606.ENSP00000293379	9606.ENSP00000349252	0	0	0	0.573	0.062	0	0.900	0.565	0.925
ITGA5	JAM3	9606.ENSP00000293379	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.307	0.927
ITGA5	ITGB2	9606.ENSP00000293379	9606.ENSP00000380948	0	0	0	0	0.063	0.336	0.900	0.718	0.980
ITGA5	ITGB5	9606.ENSP00000293379	9606.ENSP00000296181	0	0	0	0	0.098	0.545	0.900	0.674	0.984
ITGA5	ITGB3	9606.ENSP00000293379	9606.ENSP00000452786	0	0	0	0	0.157	0.817	0.900	0.842	0.997
ITGA5	ITGB1	9606.ENSP00000293379	9606.ENSP00000379350	0	0	0	0	0.119	0.983	0.900	0.992	0.999
ITGA8	ITGB8	9606.ENSP00000367316	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.615	0.966
ITGA8	ITGAV	9606.ENSP00000367316	9606.ENSP00000261023	0	0	0	0.936	0.062	0	0.900	0.540	0.905
ITGA8	ITGAE	9606.ENSP00000367316	9606.ENSP00000263087	0	0	0	0.567	0	0	0.720	0.128	0.730
ITGA8	ITGB7	9606.ENSP00000367316	9606.ENSP00000267082	0	0	0	0	0.064	0.261	0.900	0.585	0.967
ITGA8	ITGB6	9606.ENSP00000367316	9606.ENSP00000283249	0	0	0	0	0.063	0.261	0.900	0.647	0.972
ITGA8	ITGB5	9606.ENSP00000367316	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.900	0.615	0.966
ITGA8	JAM3	9606.ENSP00000367316	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.140	0.910
ITGA8	ITGAL	9606.ENSP00000367316	9606.ENSP00000349252	0	0	0	0.566	0.053	0	0.900	0.240	0.910
ITGA8	ITGAX	9606.ENSP00000367316	9606.ENSP00000454623	0	0	0	0.564	0	0	0.720	0.144	0.733
ITGA8	ITGAM	9606.ENSP00000367316	9606.ENSP00000441691	0	0	0	0.574	0	0	0.720	0.239	0.744
ITGA8	JAM2	9606.ENSP00000367316	9606.ENSP00000383376	0	0	0	0	0.065	0	0.900	0	0.902
ITGA8	ITGAD	9606.ENSP00000367316	9606.ENSP00000373854	0	0	0	0.570	0	0	0.900	0.387	0.915
ITGA8	ITGB2	9606.ENSP00000367316	9606.ENSP00000380948	0	0	0	0	0.063	0.336	0.900	0.586	0.970
ITGA8	ITGB3	9606.ENSP00000367316	9606.ENSP00000452786	0	0	0	0	0.063	0.348	0.900	0.693	0.978
ITGA8	ITGB1	9606.ENSP00000367316	9606.ENSP00000379350	0	0	0	0	0.063	0.503	0.900	0.902	0.994
ITGAD	ITGB8	9606.ENSP00000373854	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.573	0.963
ITGAD	ITGAV	9606.ENSP00000373854	9606.ENSP00000261023	0	0	0	0.571	0	0	0.900	0.232	0.908
ITGAD	ITGAE	9606.ENSP00000373854	9606.ENSP00000263087	0	0	0	0.718	0	0	0.720	0.538	0.760
ITGAD	ITGB7	9606.ENSP00000373854	9606.ENSP00000267082	0	0	0	0	0.063	0.190	0.900	0.579	0.963
ITGAD	ITGB6	9606.ENSP00000373854	9606.ENSP00000283249	0	0	0	0	0.063	0.190	0.900	0.616	0.967
ITGAD	ITGB5	9606.ENSP00000373854	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.900	0.572	0.963
ITGAD	JAM3	9606.ENSP00000373854	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.324	0.929
ITGAD	ITGAL	9606.ENSP00000373854	9606.ENSP00000349252	0	0	0	0.796	0.072	0	0.900	0.759	0.918
ITGAD	ITGAX	9606.ENSP00000373854	9606.ENSP00000454623	0	0	0	0.968	0.070	0	0.720	0.607	0.733
ITGAD	ITGAM	9606.ENSP00000373854	9606.ENSP00000441691	0	0	0	0.960	0.070	0	0.720	0.553	0.734
ITGAD	JAM2	9606.ENSP00000373854	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.059	0.901
ITGAD	ITGB3	9606.ENSP00000373854	9606.ENSP00000452786	0	0	0	0	0.063	0.190	0.900	0.487	0.955
ITGAD	ITGB1	9606.ENSP00000373854	9606.ENSP00000379350	0	0	0	0	0.063	0.190	0.900	0.539	0.960
ITGAD	ITGB2	9606.ENSP00000373854	9606.ENSP00000380948	0	0	0	0	0.091	0.383	0.900	0.812	0.988
ITGAE	ITGB8	9606.ENSP00000263087	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.720	0.489	0.877
ITGAE	ITGAV	9606.ENSP00000263087	9606.ENSP00000261023	0	0	0	0.577	0	0	0.720	0.287	0.750
ITGAE	JAM3	9606.ENSP00000263087	9606.ENSP00000299106	0	0	0	0	0	0	0.720	0	0.720
ITGAE	JAM2	9606.ENSP00000263087	9606.ENSP00000383376	0	0	0	0	0	0	0.720	0.048	0.722
ITGAE	ITGAL	9606.ENSP00000263087	9606.ENSP00000349252	0	0	0	0.675	0.062	0	0.720	0.562	0.774
ITGAE	ITGAM	9606.ENSP00000263087	9606.ENSP00000441691	0	0	0	0.725	0	0	0.720	0.840	0.784
ITGAE	ITGAX	9606.ENSP00000263087	9606.ENSP00000454623	0	0	0	0.706	0	0	0.720	0.865	0.790
ITGAE	ITGB5	9606.ENSP00000263087	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.720	0.335	0.839
ITGAE	ITGB3	9606.ENSP00000263087	9606.ENSP00000452786	0	0	0	0	0.063	0.190	0.720	0.346	0.842
ITGAE	ITGB6	9606.ENSP00000263087	9606.ENSP00000283249	0	0	0	0	0.063	0.190	0.720	0.390	0.853
ITGAE	ITGB2	9606.ENSP00000263087	9606.ENSP00000380948	0	0	0	0	0.063	0.190	0.720	0.424	0.861
